week,station,PM2p5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2013-03-25,Huairou,95.30952380952381,127.82013457556936,27.505076190476192,22.469980192010233,1364.8235930735932,46.24120502070393,5.942261904761906,1009.7767857142857,-6.434523809523809,0.0,2.0351190476190477
2013-03-25,Nongzhanguan,104.2202380952381,129.57142857142856,38.80357142857143,66.14285714285714,1236.9030914737436,40.44654016563147,7.305952380952381,1014.667261904762,-5.0321428571428575,0.0,2.056547619047619
2013-03-25,Shunyi,100.25595238095238,121.68452380952381,24.42090952380952,53.084165476190485,1320.2485883681536,36.49088683821355,6.794642857142857,1015.3999999999999,-4.88392857142857,0.0,2.1035714285714286
2013-03-25,Tiantan,101.35119047619048,118.29166666666664,33.49404761904763,56.94642857142856,1249.2954074910597,41.590223989898995,7.305952380952381,1014.667261904762,-5.0321428571428575,0.0,2.056547619047619
2013-03-25,Wanliu,107.2440476190476,143.54283126293996,37.70239523809524,89.93293214285714,1287.496794871795,29.943454105339104,6.991071428571429,1012.8297619047618,-3.7624999999999997,0.0,1.9220238095238094
2013-03-25,Wanshouxigong,104.46428571428571,126.69642857142857,34.04421428571428,53.20806130952381,1288.3534087548062,34.507912810559006,7.402380952380952,1011.8208333333333,-4.650595238095238,0.0,1.9184523809523808
2013-04-01,Aotizhongxin,75.75,109.70833333333336,33.05952380952381,60.047619047619044,1300.144927536232,42.71362313664596,9.442261904761905,1009.357738095238,-2.0327380952380945,0.06309523809523811,2.050595238095238
2013-04-01,Changping,70.52380952380952,98.6309523809524,22.561185714285717,44.86199285714285,1200.5521597967252,57.449536881234714,9.328571428571426,1006.1535714285714,-4.22202380952381,0.06309523809523811,1.8172619047619045
2013-04-01,Dingling,69.77380952380953,94.76061076604553,16.393374741200827,32.440445424141075,895.5445605119519,65.13195006117071,9.328571428571426,1006.1535714285714,-4.22202380952381,0.06309523809523811,1.8172619047619045
2013-04-01,Dongsi,78.15476190476191,106.90476190476191,30.553571428571423,51.779761904761905,1310.4852719744026,58.27204047619047,9.96547619047619,1010.9988095238095,-3.736309523809523,0.05238095238095238,2.4333333333333336
2013-04-01,Guanyuan,72.004329004329,99.2099567099567,30.93939393939394,56.8695054945055,1312.043858057057,56.39454871339841,9.442261904761905,1009.357738095238,-2.0327380952380945,0.06309523809523811,2.050595238095238
2013-04-01,Gucheng,75.29761904761904,112.27380952380953,26.089285714285715,63.39285714285715,1269.7916666666665,52.23484761904762,9.664285714285713,1007.2386904761904,-3.5863095238095233,0.05654761904761905,1.5363095238095243
2013-04-01,Huairou,71.11904761904763,103.42857142857143,23.529761904761905,31.175897631779982,1044.848273103708,59.84998291925466,8.492261904761905,1006.1011904761906,-3.6964285714285703,0.06607142857142857,2.3416666666666663
2013-04-01,Nongzhanguan,75.7142857142857,98.73214285714286,35.029761904761905,59.54166666666665,1354.9692028985505,54.91682789855073,9.96547619047619,1010.9988095238095,-3.736309523809523,0.05238095238095238,2.4333333333333336
2013-04-01,Shunyi,72.58928571428571,88.2531055900621,20.107142857142858,48.791666666666664,1389.0081168831168,46.26275652173914,9.302380952380952,1011.7220238095239,-3.0779761904761904,0.054761904761904755,2.3458333333333337
2013-04-01,Tiantan,75.875,94.11904761904762,30.476190476190478,53.31547619047618,1385.763198757764,53.9720518115942,9.96547619047619,1010.9988095238095,-3.736309523809523,0.05238095238095238,2.4333333333333336
2013-04-01,Wanliu,84.95238095238095,118.6607142857143,29.6547619047619,86.04761904761904,1314.266304347826,43.1939346884999,9.442261904761905,1009.357738095238,-2.0327380952380945,0.06309523809523811,2.050595238095238
2013-04-01,Wanshouxigong,79.81547619047618,101.83333333333334,31.446428571428566,49.416666666666664,1447.2808676830416,44.11998933747412,9.954166666666667,1008.3178571428573,-3.368452380952381,0.056547619047619055,1.9660714285714285
2013-04-08,Aotizhongxin,31.940476190476193,89.66666666666666,13.588385714285716,44.65421249999999,618.8311688311688,52.47853452380952,11.241071428571429,1008.439880952381,-5.883333333333333,0.0,2.9845238095238096
2013-04-08,Changping,25.357142857142854,65.85714285714286,8.40814761904762,27.325968831168833,467.43197278911566,70.93476242236025,10.841071428571428,1005.1160714285716,-8.76547619047619,0.0,2.92202380952381
2013-04-08,Dingling,21.958333333333332,50.714285714285715,5.870113664596274,15.30026396348013,323.74694146433274,78.72656899585921,10.841071428571428,1005.1160714285716,-8.76547619047619,0.0,2.92202380952381
2013-04-08,Dongsi,32.00595238095239,73.64285714285714,12.475266666666668,36.462238690476184,575.3128680325884,77.52104378881987,11.789880952380953,1010.0005952380952,-8.758333333333333,0.0,3.3869047619047623
2013-04-08,Guanyuan,28.172619047619047,80.75,10.28654761904762,56.39709880952381,519.4481292517006,62.958833695652174,11.241071428571429,1008.439880952381,-5.883333333333333,0.0,2.9845238095238096
2013-04-08,Gucheng,37.575280112044815,88.30046583850933,10.223609523809525,37.19036011904762,575.8093355919443,71.27884446169773,11.788095238095236,1006.2755952380951,-7.998214285714285,0.0,2.4339285714285714
2013-04-08,Huairou,26.1074016563147,61.827380952380956,7.781112836438923,30.70845660800552,440.72170686456406,78.10476692546584,9.830357142857142,1004.9642857142857,-9.08452380952381,0.0,3.19047619047619
2013-04-08,Nongzhanguan,31.113095238095237,77.57867494824016,11.335866666666664,46.06906964285714,551.8570655534942,66.17115714285715,11.789880952380953,1010.0005952380952,-8.758333333333333,0.0,3.3869047619047623
2013-04-08,Shunyi,30.148809523809522,54.253623188405804,7.6870666666666665,35.02211785714286,966.982942781856,55.22080014116319,10.882142857142856,1010.6113095238097,-8.264285714285714,0.0,3.2244047619047618
2013-04-08,Tiantan,29.523809523809522,75.91071428571429,9.723566666666667,38.558662500000004,604.7207019171304,67.22474007573281,11.789880952380953,1010.0005952380952,-8.758333333333333,0.0,3.3869047619047623
2013-04-08,Wanliu,28.761904761904763,86.89880952380952,16.9261632034632,73.58544045031056,474.9791616251244,52.58435281385282,11.241071428571429,1008.439880952381,-5.883333333333333,0.0,2.9845238095238096
2013-04-08,Wanshouxigong,68.52380952380952,73.81987577639752,10.272019047619048,31.575729166666665,613.9066306364442,55.617461387163566,11.604166666666666,1007.4464285714286,-7.496428571428573,0.0,3.070833333333333
2013-04-15,Aotizhongxin,62.42261904761905,115.14880952380953,24.2813619047619,54.78377813283208,846.4970669427191,46.88458225108225,11.088095238095239,1009.7761904761907,-1.1351190476190476,0.001785714285714286,2.264880952380952
2013-04-15,Changping,60.19642857142856,95.125,18.214883643892342,35.393373809523816,709.675293305728,72.07762872670808,11.286904761904761,1006.3755952380953,-3.1684523809523815,0.0,2.1839285714285714
2013-04-15,Dingling,56.517857142857146,85.6917701863354,14.847896687370602,30.150885157186448,662.8968253968254,73.58356423395445,11.286904761904761,1006.3755952380953,-3.1684523809523815,0.0,2.1839285714285714
2013-04-15,Dongsi,63.85326086956521,101.2202380952381,20.515084057971016,35.70564330227743,919.9114713078906,70.88623845755693,10.989285714285714,1011.5410714285715,-2.8089285714285714,0.0,2.3238095238095235
2013-04-15,Guanyuan,58.12344720496895,89.14285714285714,22.504228364389235,52.35468540372671,831.746635610766,67.57401904761905,11.088095238095239,1009.7761904761907,-1.1351190476190476,0.001785714285714286,2.264880952380952
2013-04-15,Gucheng,63.855442176870746,106.05952380952382,17.87391818181818,49.010528571428566,861.5104617604619,65.4767238095238,11.173214285714286,1007.647619047619,-2.2339285714285717,0.002976190476190476,1.711904761904762
2013-04-15,Huairou,59.785714285714285,112.61309523809523,23.692098757763976,34.292657142857145,773.4617680405496,74.90217505175983,10.545833333333333,1006.6476190476191,-3.878571428571429,0.0,2.5934523809523813
2013-04-15,Nongzhanguan,61.79761904761905,95.33928571428571,22.75798198757764,50.99768366977226,860.8252242926155,66.73878902691511,10.989285714285714,1011.5410714285715,-2.8089285714285714,0.0,2.3238095238095235
2013-04-15,Shunyi,58.39570393374742,92.60714285714288,20.498376811594202,39.36987976190476,883.0059837505489,61.3781731884058,11.007142857142856,1012.2565476190476,-2.5529761904761905,0.0,2.3392857142857144
2013-04-15,Tiantan,59.19047619047619,85.02380952380953,20.977550724637684,34.12151803830228,884.73033126294,64.58109948240165,10.989285714285714,1011.5410714285715,-2.8089285714285714,0.0,2.3238095238095235
2013-04-15,Wanliu,60.55357142857144,99.1190476190476,24.692111594202895,60.73265561594203,826.440064464521,60.641904545454544,11.088095238095239,1009.7761904761907,-1.1351190476190476,0.001785714285714286,2.264880952380952
2013-04-15,Wanshouxigong,83.65087991718427,90.69642857142857,21.177696894409937,39.87224583333333,904.2559523809523,54.45558752587991,10.93154761904762,1008.8297619047619,-1.903571428571429,0.004166666666666667,2.075595238095238
2013-04-22,Aotizhongxin,94.19047619047619,132.64285714285714,33.17249399585921,59.13268905279504,1042.7879673608572,46.13187867494825,14.94107142857143,1005.8815476190475,3.312500000000001,0.0,1.6220238095238098
2013-04-22,Changping,92.70941558441561,113.45703933747413,21.265269151138718,45.03726708074534,870.7476708074535,64.06340579710145,15.367261904761904,1002.5982142857144,0.4005952380952382,0.0035714285714285713,1.8565476190476191
2013-04-22,Dingling,87.70988612836439,104.77769151138716,20.12412949369471,33.01390793471539,770.937417654809,70.17593638245812,15.367261904761904,1002.5982142857144,0.4005952380952382,0.0035714285714285713,1.8565476190476191
2013-04-22,Dongsi,99.27976190476191,123.36309523809526,31.22437888198758,53.88690476190476,1193.0747929606625,67.48524844720497,15.389285714285714,1007.479761904762,1.2583333333333329,0.0,2.1601190476190473
2013-04-22,Guanyuan,90.33333333333333,120.83333333333334,31.715062111801245,62.57789855072463,1153.0825569358178,58.71273291925466,14.94107142857143,1005.8815476190475,3.312500000000001,0.0,1.6220238095238098
2013-04-22,Gucheng,98.94556277056279,136.8190476190476,25.011432919254656,62.93561529503106,1158.2300207039339,54.190811542443065,15.560714285714287,1003.7380952380951,1.0964285714285722,0.0,1.3779761904761905
2013-04-22,Huairou,84.14415113871635,113.1396103896104,26.466397929606625,37.844995773439805,877.5776397515529,71.79824068322982,14.542857142857144,1002.7005952380952,0.5101190476190478,0.008928571428571428,2.1470238095238097
2013-04-22,Nongzhanguan,73.11335403726709,124.32142857142857,29.840838509316768,62.97049689440994,1125.5569358178052,61.31806418219462,15.389285714285714,1007.479761904762,1.2583333333333329,0.0,2.1601190476190473
2013-04-22,Shunyi,82.66396103896103,106.91071428571429,25.027290137398833,42.54793909043854,1050.9891304347825,58.76173938183969,15.199404761904761,1008.1988095238095,1.6577380952380956,0.0,2.2011904761904764
2013-04-22,Tiantan,91.56632653061224,112.63010204081631,28.664374445430347,48.98768855368234,1224.6958000591542,54.15147145814848,15.389285714285714,1007.479761904762,1.2583333333333329,0.0,2.1601190476190473
2013-04-22,Wanliu,103.38339248742976,136.64596273291926,36.209886128364396,76.055900621118,1113.5682523997743,47.598407544836114,14.94107142857143,1005.8815476190475,3.312500000000001,0.0,1.6220238095238098
2013-04-22,Wanshouxigong,97.10119047619047,115.14880952380953,30.14673436853002,51.1062380952381,1226.9231366459628,48.464285403726706,15.3875,1004.8392857142857,1.7125000000000006,0.0,1.7726190476190478
2013-04-29,Aotizhongxin,75.87525879917185,110.5059523809524,26.238095238095237,45.61904761904761,711.1546553403971,77.10778554421769,19.280357142857145,1009.0101190476191,4.191666666666667,0.0,1.8452380952380951
2013-04-29,Changping,79.26785714285714,96.3809523809524,19.511904761904763,30.607142857142858,700.323909998782,105.59334875776399,19.898809523809522,1005.6101190476192,0.8392857142857145,0.0,2.067857142857143
2013-04-29,Dingling,66.80811965811967,97.24775641025643,19.554419191919195,22.794642857142858,656.9464009287925,118.3831628030303,19.898809523809522,1005.6101190476192,0.8392857142857145,0.0,2.067857142857143
2013-04-29,Dongsi,70.77976190476191,112.58928571428571,22.684500000000003,43.777279761904765,830.0188923395444,103.21828643892339,19.60833333333333,1010.6940476190478,1.3351190476190473,0.0005952380952380952,2.0982142857142856
2013-04-29,Guanyuan,66.24404761904762,105.04166666666666,24.238095238095237,52.6904761904762,754.3582389477531,97.5412117494824,19.280357142857145,1009.0101190476191,4.191666666666667,0.0,1.8452380952380951
2013-04-29,Gucheng,73.77277432712215,135.89182194616976,21.11904761904762,51.67857142857143,811.5523992205578,94.85728302277434,19.824404761904763,1006.8285714285713,2.3476190476190477,0.0,1.3482142857142858
2013-04-29,Huairou,61.375,111.375,22.802719047619046,29.366666666666664,709.806012721294,110.12439813664596,19.179166666666667,1005.8190476190476,0.2035714285714274,0.0,2.524404761904762
2013-04-29,Nongzhanguan,67.01785714285714,118.67261904761907,24.083333333333336,48.30357142857143,808.1711423699916,95.60577386128364,19.60833333333333,1010.6940476190478,1.3351190476190473,0.0005952380952380952,2.0982142857142856
2013-04-29,Shunyi,62.44642857142857,95.36309523809526,20.761904761904763,34.86904761904762,825.7388840911859,91.71414829192545,19.392261904761906,1011.3636904761904,1.8476190476190477,0.0,2.251785714285714
2013-04-29,Tiantan,65.5,103.93452380952381,20.59947619047619,36.95466904761905,861.7751644135915,86.50687370600414,19.60833333333333,1010.6940476190478,1.3351190476190473,0.0005952380952380952,2.0982142857142856
2013-04-29,Wanliu,76.13690476190477,120.57142857142857,28.922877846790893,57.82789855072464,790.056030020704,77.79206796536796,19.280357142857145,1009.0101190476191,4.191666666666667,0.0,1.8452380952380951
2013-04-29,Wanshouxigong,73.40476190476191,111.7202380952381,22.137638095238096,43.745982142857144,834.8399029572304,75.38099751552795,19.624404761904763,1007.9779761904762,3.0095238095238095,0.0,1.9482142857142857
2013-05-06,Aotizhongxin,101.73214285714286,150.06547619047618,34.535714285714285,65.43452380952382,896.4239130434781,68.9939160973085,21.477976190476195,1001.532738095238,8.541666666666666,0.004166666666666667,1.5875000000000001
2013-05-06,Changping,99.80952380952381,115.73809523809526,23.589285714285715,42.42857142857142,760.5423567977915,93.76383938923395,22.105952380952377,998.1684523809524,4.741666666666668,0.0,1.8202380952380952
2013-05-06,Dingling,89.54383116883118,114.1899585921325,18.767481573498962,28.724650167224077,759.0451281719261,98.17796557971015,22.105952380952377,998.1684523809524,4.741666666666668,0.0,1.8202380952380952
2013-05-06,Dongsi,109.19047619047619,146.2797619047619,28.214285714285715,56.67261904761905,1064.289596273292,101.23487044513459,22.10059523809524,1003.1196428571428,6.536904761904762,0.0,1.8779761904761905
2013-05-06,Guanyuan,112.46650326797386,147.68822818982665,28.72845238095238,65.38643790849673,975.3642402283705,71.64409285714285,21.477976190476195,1001.532738095238,8.541666666666666,0.004166666666666667,1.5875000000000001
2013-05-06,Gucheng,97.68947991095752,166.16948621553885,22.013008063637354,60.05974174566851,997.5926847023394,83.08849249482401,21.969642857142855,999.4124999999998,6.510714285714286,0.0005952380952380952,1.051190476190476
2013-05-06,Huairou,224.15,273.3,33.05263157894737,39.05,1473.6315789473683,180.86584,20.770833333333336,998.3345238095237,5.895833333333334,0.0,1.8261904761904761
2013-05-06,Nongzhanguan,86.91614906832298,150.82505175983437,27.077380952380956,67.32142857142857,1075.5934265010353,81.86067587991718,22.10059523809524,1003.1196428571428,6.536904761904762,0.0,1.8779761904761905
2013-05-06,Shunyi,93.98964803312629,132.69047619047618,20.625000000000004,47.48110766045549,888.079898362507,92.15923307453419,21.748214285714283,1003.7458333333334,6.85952380952381,0.0,1.8886904761904764
2013-05-06,Tiantan,95.43995859213251,139.80357142857144,24.113095238095237,47.61479591836735,1026.9944274152347,71.17241992753623,22.10059523809524,1003.1196428571428,6.536904761904762,0.0,1.8779761904761905
2013-05-06,Wanliu,109.89337474120084,141.58928571428572,42.773809523809526,69.79761904761905,1032.0722284961416,67.49881927818556,21.477976190476195,1001.532738095238,8.541666666666666,0.004166666666666667,1.5875000000000001
2013-05-06,Wanshouxigong,96.52976190476191,130.80357142857142,23.767857142857146,50.11904761904761,1056.625926228615,66.68136180124223,21.898809523809522,1000.5255952380952,7.145238095238093,0.002976190476190476,1.6511904761904763
2013-05-13,Aotizhongxin,86.17261904761905,149.71428571428572,36.511904761904766,56.77380952380952,1054.447463768116,78.50002976190477,21.35535714285714,1003.1815476190477,9.385119047619046,0.0,1.8863095238095242
2013-05-13,Changping,89.12608225108227,131.26190476190476,22.244047619047617,38.392857142857146,853.947204968944,91.74397494824018,21.96845238095238,999.8565476190478,6.175595238095239,0.0,2.0976190476190477
2013-05-13,Dingling,70.24741200828159,137.5952380952381,17.648809523809526,30.07482993197279,781.3343685300207,95.77210077639752,21.96845238095238,999.8565476190478,6.175595238095239,0.0,2.0976190476190477
2013-05-13,Dongsi,90.41666666666666,143.98809523809524,37.660714285714285,48.541666666666664,1289.282420478073,100.84924772256731,21.814285714285713,1004.8065476190475,7.2196428571428575,0.0,2.1297619047619047
2013-05-13,Guanyuan,72.72481684981685,152.96016483516482,33.0536606060606,51.66162875457876,1101.534375,91.04838519668736,21.35535714285714,1003.1815476190477,9.385119047619046,0.0,1.8863095238095242
